index,T0_K,phi,trajectory_mse,status,is_training,is_held_out,is_additional
416,1187.5,1.35,3.1235244274139404,ok,False,False,True
417,1187.5,1.4,3.1016647815704346,ok,False,False,True
418,1187.5,1.4500000000000002,3.0805258750915527,ok,False,False,True
419,1187.5,1.5,3.062166929244995,ok,False,False,True
420,1200.0,0.5,1.7741323709487915,ok,True,False,False
421,1200.0,0.55,1.9807521104812622,ok,False,False,True
422,1200.0,0.6,2.175924777984619,ok,False,False,True
423,1200.0,0.65,2.3566951751708984,ok,False,False,True
424,1200.0,0.7,2.5230765342712402,ok,True,False,False
425,1200.0,0.75,2.674290657043457,ok,False,False,True
426,1200.0,0.8,2.808109998703003,ok,False,False,True
427,1200.0,0.8500000000000001,2.9219863414764404,ok,False,False,True
428,1200.0,0.9,3.0146853923797607,ok,True,False,False
429,1200.0,0.95,3.0869102478027344,ok,False,False,True
430,1200.0,1.0,3.1408393383026123,ok,False,False,True
431,1200.0,1.05,3.179203510284424,ok,False,False,True
432,1200.0,1.1,3.204470157623291,ok,True,False,False
433,1200.0,1.15,3.218513011932373,ok,False,False,True
434,1200.0,1.2000000000000002,3.222625255584717,ok,False,False,True
435,1200.0,1.25,3.2178633213043213,ok,False,False,True
436,1200.0,1.3,3.205392360687256,ok,True,False,False
437,1200.0,1.35,3.186666488647461,ok,False,False,True
438,1200.0,1.4,3.163407802581787,ok,False,False,True
439,1200.0,1.4500000000000002,3.137582778930664,ok,False,False,True
440,1200.0,1.5,3.111306667327881,ok,True,False,False
